sensor_id,lat,lon
1954,41.1,15.97
1850,36.93,20.1
2216,40.73,16.48
2262,38.69,18.77
2266,39.3,20.19
2040,42.52,15.23
1846,38.89,19.99
2038,37.33,19.32
3432,42.88,16.54
3328,41.02,12.52
1962,38.01,18.54
3436,38.32,15.61
3738,37.58,18.03
3472,39.33,14.86
2294,36.68,21.36
1764,39.9,19.65
3096,38.05,16.51
1952,37.71,27.01
2232,43.44,17.07
3500,38.88,14.66
2292,36.76,19.7
3512,43.05,13.08
2323,39.4,16.21
3102,47.86,6.85
2230,35.28,25.57
3836,43.93,10.61
2228,37.07,19.83
2264,41.67,15.9
3620,43.23,20.67
3428,40.57,14.88
3092,36.9,0
3438,37.92,19.47
3474,39.09,15.97
3558,42.98,9.95
2036,36.59,19.94
2607,38.72,19.24
2224,40.69,17.73
2234,40.41,12.38
1954,41.06,15.92
1850,36.96,20.21
2216,40.85,16.65
2262,38.42,18.8
2266,39.2,21.15
2040,40.62,16
1846,39.03,19.67
2038,37.34,18.93
3432,42.22,16.89
3328,40.27,13.11
1962,38.1,18.72
3436,38.24,15.93
3738,37.62,16.44
3472,39.13,14.38
2294,36.68,23.6
1764,39.74,19.83
3096,38.04,16
1952,37.58,25.77
2232,43.5,16.33
3500,38.55,15.26
2292,36.72,19.83
3512,42.91,13.01
2323,39,16.64
3102,47.72,6.36
3836,44.36,10.84
2230,35.31,24.57
2228,37.12,19.97
2264,41.52,15.81
3428,40.54,15.67
3092,37.28,0
3438,38.09,19.48
3474,39.46,15.98
3558,43.13,10.21
3620,43.1,20.98
2036,36.75,20.82
2607,38.6,19.39
2234,40.78,12.06
1954,41.61,15.92
2224,40.73,17.55
1850,36.79,21.19
2216,40.86,16.49
2262,38.81,18.67
2266,39.01,20.87
2040,42.04,15.43
1846,38.79,20.09
2038,37.36,19.34
3432,42.15,16.36
3328,40.01,13.11
1962,38.09,19.47
3738,37.72,16.69
3436,38.57,16.47
2294,36.8,22.15
3472,39.68,13.7
1764,39.62,19.33
3096,38.12,15.99
1952,37.72,23.57
2232,43.67,16.07
3500,38.47,15.02
2292,36.83,20.09
3512,42.44,13.47
2323,38.95,16.09
3102,47.55,6.74
2230,35.18,25.81
3836,43.42,10.99
2228,37.19,20.23
2264,41.77,15.79
3428,40.62,15.74
3092,37.7,0
3438,38.12,18.97
3474,39.51,17.06
3558,43.15,9.85
2036,36.57,20.2
2234,40.75,12.44
2607,38.66,19.51
1954,42.15,15.33
1850,36.9,20.25
2224,40.99,17.32
2216,41.11,17.04
2262,39.04,18.69
2266,39.62,21.53
2040,42.66,15.42
1846,38.71,19.68
2038,37.4,19.48
3432,42.22,16.71
3620,41.74,21.65
1962,38.23,19.65
3328,39.98,13.31
3738,37.84,16.85
3436,38.8,16.16
2294,36.33,21.28
3472,39.38,13.99
1764,39.44,19.27
1952,37.91,21.7
3096,38.32,15.69
2232,42.15,17.27
3500,38.53,15.16
2292,36.9,19.8
3512,42.32,13.13
2323,38.34,16.96
3102,47.97,6.69
3836,44.93,10.01
2230,35.08,25.19
2228,37.22,20.59
2264,41.77,16.23
3428,40.55,15.4
3092,37.59,0
3438,38.22,19.06
3474,39.4,16.58
3558,43.98,9.44
2234,41.14,12.5
2607,38.67,19.79
2036,36.59,20.27
1954,42.45,15.5
1850,37.11,20.07
2224,40.7,17.74
2216,40.89,16.66
2262,39.1,18.96
2266,39.85,21
2040,43.16,14.8
1846,39.19,20.08
2038,37.43,19.9
3432,42.64,16.06
1962,38.35,19.24
3738,37.91,16.98
3328,39.94,13.16
3620,42.92,21.5
3436,38.57,16.04
2294,36.11,24.44
1764,39.58,18.81
3472,39.42,14.65
1952,37.76,20.05
3096,38.32,15.57
2232,41.53,17.92
3500,38.72,15.49
2292,36.71,19.96
3512,42.16,13.65
2323,38.32,17.19
3102,47.82,6.63
3836,44.11,10.86
2230,35.14,25.85
2228,37.24,20.46
2264,42.54,15.78
3428,40.39,15.25
3092,37.63,0
3438,38.18,18.62
3474,39.31,16.36
3558,43.16,10.4
2234,41.33,11.38
2607,38.42,19.98
2036,36.98,20.46
1954,42.8,15.37
1850,37.25,20.45
2216,41.08,16.87
2224,40.25,18.43
2262,38.65,19.48
2266,39.99,20.76
2040,41.48,15.7
1846,39.21,20.37
2038,37.49,20.26
3432,43.01,12.35
1962,38.35,19.18
3738,38,17.86
3328,40.13,13.47
3436,38.77,15.54
2294,35.82,22.08
1764,39.57,20.13
3472,39.01,14.67
1952,37.68,20.16
3620,42.82,21.58
2232,41.24,18.67
3096,38.38,15.59
3500,38.83,15.65
2292,36.98,20.75
3512,42.07,13.9
2323,38.91,16.83
3102,48.59,6.46
3836,43.78,10.99
2230,35.17,25.06
2228,37.27,20.52
2264,42.56,16.07
3428,40.17,15.33
3092,37.85,0
3438,37.94,19.12
3474,39.61,16.83
3558,42.31,10.75
2234,41.32,11.45
2607,38.09,20
2036,36.78,20.43
1954,43.22,15.14
1850,37.29,20.38
2216,41.28,16.39
2262,38.43,19.85
2266,39.78,20.42
2224,40.12,19.41
2040,41.22,15.91
1846,38.85,20.07
2038,37.51,20.27
3432,43.23,14.97
1962,38.5,19.37
3738,38.01,17.38
3436,38.41,15.96
2294,35.8,23.89
1764,39.57,19.12
3472,39.55,14.7
1952,37.82,20.34
2232,41.04,18.75
3096,38.22,16.1
3500,38.94,16.43
2292,37.01,21.08
3512,42.05,14.13
3620,43.1,20.58
2323,39.26,16.47
3102,45.35,8.5
2230,35.1,27.04
3836,43.44,11.47
2228,37.18,20.94
2264,42.82,16.12
3428,40.05,15.21
3092,38,0
3438,37.88,19.28
3474,39.95,17.43
3558,42.7,10.84
2234,41.27,12
2607,38.61,19.89
1954,41.84,16.11
2036,36.42,20.75
1850,37.24,20.23
2216,41.29,16.45
2262,38.59,19.67
2266,39.65,20.61
2040,41.83,16.02
2224,40.52,18.52
1846,39.17,20.38
2038,37.48,19.82
3432,42.28,16.94
1962,38.4,19.69
3738,37.96,17.51
2294,35.93,23.25
3436,38.76,16.42
1764,39.49,19.17
1952,38.06,21.57
3472,39.87,14.77
2232,40.95,19.48
3096,38.48,15.87
3500,38.74,16.34
3328,40.77,13.16
2292,37.11,20.98
3512,41.96,14.24
2323,39.45,16.46
3102,46.9,7.3
3836,43.66,11.53
2230,35.19,25.03
2228,37.19,20.71
3620,42.89,22.92
2264,42.46,15.7
3428,40.09,15.82
3092,38.11,0
3438,38.15,18.8
3474,40.45,16.48
3558,42.36,11.16
2234,40.3,13.01
2607,37.7,19.94
1954,41.91,16.36
1850,37.36,20.46
2036,36.48,21.39
2216,41.38,16.81
2262,38.13,19.86
2266,39.8,20.39
2040,41.46,16.59
2224,40.22,19.03
1846,39.62,20.09
2038,37.5,20.25
3432,42.81,13.63
1962,38.38,19.68
3738,37.95,17.4
2294,36.16,22.81
3436,38.77,16.02
1764,39.48,20.14
1952,38.12,20.87
3472,39.48,14.1
2232,41.84,17.74
3096,38.41,16.63
3500,38.53,16.46
2292,37.06,20.4
3512,41.84,14.64
2323,39.77,16.36
3102,46.91,7.42
2230,35.23,24.98
3836,44.8,10.65
2228,37.32,20.91
2264,41.03,16.94
3428,39.92,15.84
3092,38,0
3438,38.18,18.5
3620,43.49,20.62
3474,40.5,16.94
3558,41.85,11.53
2234,40.47,13.1
2607,38.11,20.13
1954,41.65,16.54
1850,37.46,20.9
2036,36.68,21.96
2216,41.39,17.44
2262,38.78,19.59
2266,39.6,19.84
2040,41.4,16.64
2224,40.47,18.8
1846,39.5,22.53
2038,37.5,20.31
3432,43.04,12.23
1962,38.49,19.34
3738,38.01,17.97
2294,36.17,22.84
1764,39.83,20.29
3436,38.79,16.4
1952,38.23,20.52
3472,39.08,14.7
3096,38.76,16.41
3500,38.54,16.48
2292,36.9,20.56
3512,41.65,15.17
2232,40.91,18.91
2323,39.86,16.95
3102,46.25,8.04
2230,35.29,25.38
3836,44.42,11.21
2228,37.37,20.73
2264,41.72,16.97
3328,40.78,13.93
3428,39.83,16.7
3092,37.62,0
3438,38.45,18.92
3474,40.42,15.82
3558,42.73,10.92
2234,41.04,12.42
2607,37.8,19.64
1954,41.86,16.51
1850,37.45,21.07
2036,36.95,22.08
2216,40.99,17.87
2262,39.17,19.47
2266,39.4,20.42
2040,41.54,16.77
3620,42.94,20.49
1846,39.51,19.88
2224,40.3,18.91
2038,37.43,20.3
3432,43.49,12.51
1962,38.27,19.93
3738,38.02,18.03
2294,36.56,24.05
1764,39.92,20.23
1952,38.35,20.95
3436,38.68,16.6
3472,38.71,15.13
3096,38.47,16.66
3500,38.47,17
2292,36.79,21.48
3512,41.65,14.72
2323,39.94,16.35
3102,45.02,8.74
2230,35.32,26.3
3836,46.56,9.95
2228,37.26,20.89
2264,42.47,16.76
3328,39.65,15.15
3428,39.81,15.62
3092,37.86,0
3438,38.62,18.74
3474,40.43,15.94
3558,42.72,10.93
2234,41.51,12.68
2607,38.06,20.2
1954,42.26,16.53
1850,37.48,21.07
2216,40.76,17.93
2036,36.95,21.79
2262,39.2,19.8
2266,39.25,20.89
2040,42.46,15.67
1846,39.76,19.43
2224,40.04,19.37
2038,37.52,20.79
3432,43.54,11.6
3620,43.02,21.03
1962,38.1,20.53
3738,38.13,18.83
2294,36.88,28.17
1764,39.72,19.58
1952,38.32,20.31
3436,38.41,16.24
3472,38.94,15.05
3500,38.53,16.72
3096,38.47,16.83
2292,37.18,21.17
3512,41.3,14.87
2323,39.81,16.87
3102,46.52,8.21
2230,35.3,25.85
3836,45.5,10.87
2228,37.26,21.58
2264,43.2,16.5
2232,40.66,19.54
3428,39.81,16.47
3328,40.37,14.22
3092,38.35,0
3438,38.7,19.06
3474,40.44,16.09
3558,42.7,10.98
2234,41.43,12.06
2607,37.94,20.67
1954,41.97,16.41
1850,37.48,21.25
2216,40.35,18.23
2262,38.51,20.71
2036,36.87,21.78
2266,39.44,21.1
2040,40.87,16.87
1846,39.87,19.81
2038,37.6,21.35
2224,39.28,19.83
3432,43.79,11.87
1962,38.14,21.13
3738,38.17,18.34
2294,37.28,24.04
1764,39.65,19.54
1952,38.31,21.38
3620,43.45,22.69
3436,38.2,16.4
3472,38.88,15.83
3500,38.91,16.76
3096,38.56,16.33
2292,37.31,20.4
3512,41.24,15.3
2323,40.03,17.06
3102,46.36,8.36
2230,35.33,25.92
3836,44.2,11.13
2228,37.22,22
2264,43.37,16.74
2232,40.76,20.26
3428,39.75,16.79
3092,38.24,0
3328,39.81,14.25
3438,39.05,17.92
3474,40.97,15.61
2234,40.45,12.66
3558,44.29,10.41
2607,37.75,20.73
1954,41.14,16.86
1850,37.37,21.12
2216,40.47,18.07
2262,38.65,20.72
2266,39.55,20.16
2036,36.93,22.06
2040,40.76,17.17
1846,40.26,19.8
2038,37.64,21.49
2224,39.63,19.4
3432,43.9,12.22
1962,38.04,20.73
3738,38.12,18.77
2294,37.46,25.95
1764,39.64,20.63
1952,38.31,21.49
3436,38.11,17.15
3500,38.83,17.05
3472,39.44,15.17
3096,38.1,16.73
3620,43.02,23.2
2292,37.19,21.05
3512,41.14,16.3
2323,40.11,16.84
3102,46.03,8.57
2230,35.32,26.38
3836,45.8,10.28
2228,37.24,22.1
2264,43.61,16.43
2232,40.88,20.33
3428,39.76,16.75
3092,38.23,0
3328,40.82,13.91
3438,40.98,17.16
2234,40.63,12.95
3474,41.09,15.14
3558,43.3,11.27
2607,37.85,20.48
1954,41.36,17.39
1850,37.32,21.37
2216,40.29,18.76
2262,38.16,20.99
2266,39.29,21.15
2040,41.25,17.15
2036,37.23,21.6
1846,40.98,19.05
2038,37.71,21.26
3432,43.96,12.08
2224,39.82,19.5
1962,38.36,20.74
3738,38.19,18.63
1952,38.51,21.69
2294,37.46,22.07
1764,39.59,20.58
3436,38.25,17.63
3500,38.88,17.12
3096,38.56,17.71
3472,40.16,15.13
2292,37.16,20.89
3512,41.1,15.91
2323,40.1,16.91
3102,46.08,8.84
2230,35.29,26.71
3836,45.7,10.48
3620,41.59,22.36
2228,37.19,22.2
2264,43.37,17.07
2232,41.32,19.39
3428,39.71,16.11
3092,38.42,0
3438,42.39,15.3
3328,40.38,14.31
3474,40.77,16.6
2234,40.77,13.12
2607,37.9,20.78
3558,42.89,11.24
1954,41.82,17.25
1850,37.33,21.32
2216,40.41,18.5
2262,38.42,20.99
2266,39.53,20.69
2040,41.25,17.65
2036,37.33,22.38
1846,41.09,18.26
2038,37.68,21.24
3432,43.74,12.51
2224,39.32,19.41
1962,38.35,20.75
3738,38.24,18.56
1952,38.28,20.93
1764,39.67,20.67
2294,37.15,23.11
3436,38.59,17.81
3500,39.12,17.21
3096,38.51,17.29
3472,39.28,15.4
2292,37.26,20.84
3512,40.72,16.16
2323,40.3,16.48
3102,45.3,9.39
2230,35.29,26.97
3836,45.74,11.06
2228,37.28,21.84
2264,41.52,17.81
2232,38.34,21.85
3428,39.77,16.83
3092,38.77,0
3620,40.95,23.05
3438,43.07,14.12
2234,40.95,13.2
3474,40.75,16.84
2607,38.56,21.07
3558,43.39,10.91
1954,42.16,17.05
1850,37.42,21.77
2216,40.53,18.62
2262,39.05,20.62
2266,39.51,20.95
2040,40.65,17.63
2036,37.43,20.6
1846,40.67,20.14
2038,37.72,21.5
3432,43.78,12.75
2224,40.06,19.03
1962,38.46,20.97
3738,38.32,18.52
1952,38.19,21.19
1764,39.68,21.94
2294,36.91,22.58
3436,38.38,17.1
3500,39.33,17.12
3096,38.43,17.43
3472,39.12,15.82
2292,37.36,20.51
3512,40.73,16.31
2323,40.4,17.33
2230,35.32,27.19
3836,47.23,9.96
3102,45.99,8.92
2228,37.17,22.29
2264,41.56,18.03
2232,38.16,21.17
3428,39.78,16.46
3092,38.95,0
3438,43.69,13.98
2234,41.36,12.76
3474,40.1,17.08
2607,37.72,20.76
3558,43.01,11.18
1954,42.37,16.55
1850,37.6,21.65
3620,41.26,24.92
2216,39.99,18.42
2262,38.71,20.77
2266,39.79,20.4
2040,39.87,17.57
2036,36.74,21.09
3328,41.17,13.53
1846,41.24,19.79
2038,37.77,20.95
3432,43.96,12.99
2224,40.48,19.1
1962,38.66,20.9
3738,38.46,19.18
1952,38.11,21.73
2294,36.54,25.32
3500,39.45,16.91
3436,38.51,17.44
3096,38.52,16.62
3472,39.14,15.95
2292,37.08,20.61
3512,40.37,16.62
2323,40.29,16.82
2230,35.33,26.75
3836,46.79,10.34
3102,44.42,9.39
2228,37.17,22.25
2264,41.83,18.04
2232,37.64,23.49
3428,39.78,16.79
3092,38.94,0
3438,44.73,13.04
2234,41.27,12.7
3474,40.18,17.32
2607,37.75,21.68
3558,43.11,10.07
1954,42.33,16.76
1850,37.71,21.59
2216,40.21,19.05
2262,39.15,20.63
2266,39.98,19.31
2040,40.57,17.74
2036,36.58,21.44
1846,41.06,19.87
2038,37.81,21.09
3328,40.82,14.57
3432,43.62,12.65
2224,40.77,18.81
3620,40.89,23.37
1962,38.64,20.86
3738,38.59,18.76
1952,38.12,21.38
2294,36.89,22.52
3500,39.4,17.24
3436,38.5,16.92
3096,38.92,17.04
2292,37.3,21.28
3472,39.41,14.89
3512,40.2,16.87
2323,40.18,17
2230,35.33,27.26
3836,46.24,10.43
3102,44.54,9.53
2228,37.24,22.96
2264,41.04,17.8
2232,37.47,21.94
3428,39.8,16.9
3092,39.27,0
3438,44.45,12.86
2234,41.51,12.65
3474,40.01,17.7
2607,38.11,20.92
3558,42.63,10.65
1954,42.43,16.98
1850,37.88,20.64
2216,40.12,19.13
2262,38.87,20.39
2266,40.35,20.22
2040,41.72,16.76
1846,40.82,18.26
2036,37.06,21.79
2038,37.94,20.76
3432,43.4,13.03
2224,39.68,19.28
1962,38.52,21.1
3738,38.88,18.67
3620,40.02,24.54
1952,37.85,22.34
2294,37.22,24.55
3500,39.56,16.81
3436,38.28,17.75
3096,38.93,17.66
2292,37.28,20.63
3512,40.4,17.15
3472,39.9,15.04
1764,39.83,22.49
2323,40.37,16.83
2230,35.27,27.29
3836,48.14,9.6
3102,44.92,9.44
2228,37.44,22.34
2264,41.95,18.05
2232,38.37,21.97
3428,39.78,16.64
3092,38.69,0
3438,45.92,12.43
2234,41.05,13.81
3474,39.51,16.83
2607,38.22,21.27
3558,44.16,10.31
1954,42.4,17.04
1850,37.82,21.31
2216,40.01,18.46
2262,38.44,20.98
2266,40.28,20.21
2040,41.91,17.01
1846,41.49,18.77
2038,37.92,20.88
2036,37.64,22.66
3432,43.45,13.24
2224,39.82,20.01
1962,38.59,20.44
3738,39.46,17.25
3328,41.74,12.99
1952,37.86,22.52
2294,37.6,24.71
3500,40.11,17.06
3620,39.68,23.96
3436,38.6,17.66
3096,38.32,17.14
2292,37.55,21.5
3512,40.59,16.56
3472,40.17,15.35
1764,39.71,21
2323,40.57,16.79
2230,35.3,27.48
3836,47.1,9.98
3102,45.13,9.27
2228,37.62,21.76
2264,42.66,17.59
2232,38.46,21.85
3428,39.76,16.08
3092,38.72,0
2234,41.96,13.12
3438,45,12.67
3474,39.06,17.16
2607,37.82,21.14
3558,44.85,10.06
1954,41.49,17.29
1850,37.8,21.52
2216,40.48,18.57
2262,38.81,20.55
2266,40.54,20.65
2040,41.88,16.47
1846,43.12,18.92
2038,38,20.9
2036,37.17,21.61
3432,43.52,13.21
2224,40.39,19.66
1962,38.84,20.81
3738,40.48,16.65
3328,42.62,12.65
2294,37.6,24.72
1952,38.06,21.64
3500,40.51,15.87
3436,38.65,16.66
3096,38.3,17.26
2292,37.94,20.68
3512,40.33,16.14
1764,39.62,20.21
3472,39.94,15.3
2323,40,17.41
3620,39.74,24.31
2230,35.22,27.33
3836,46.64,10.17
3102,42.73,11.04
2228,37.69,22.02
2264,41.92,17.79
2232,38.17,22.14
3428,39.76,16.39
3092,38.9,0
3438,45.16,12.45
2234,41.15,13.24
3474,38.8,17.67
2607,38.46,21.06
3558,44.93,10.24
1954,40.69,17.43
1850,37.91,21.32
2216,40.5,18.78
2262,39.67,20.19
2266,41.22,18.72
2040,41.37,17.17
1846,44.88,16.83
2038,38.01,21.28
2036,37.84,22.22
3432,43.56,12.73
2224,40.29,19.36
1962,38.72,20.54
3738,41.64,15.61
3328,41.9,13.18
1952,38.27,22.18
2294,37.66,23.04
3500,40.32,15.26
3436,38.76,17.09
3096,38.4,17.09
2292,37.96,21.13
3512,40.23,17.4
1764,39.81,22.06
3472,39.86,15.79
2323,40.24,17.28
2230,35.19,27.13
3836,46,10.3
3102,42.61,11.66
2228,37.75,21.88
2264,41.82,18.3
2232,38.07,22.33
3428,39.77,17.19
3620,39.73,24.14
3092,39.02,0
3438,45.03,12.62
2234,41.11,13.24
3474,38.63,19.02
2607,38.9,20.86
3558,45.29,9.75
1954,40.73,17.84
1850,38.07,21.45
2216,40.23,18.41
2262,39.63,20.14
2266,40.39,19.2
2040,40.9,17.81
1846,47.12,16.21
2038,38.11,21.43
3432,43.45,13.01
2036,37.59,20.88
2224,40.92,19.19
1962,38.79,20.44
3738,42.29,15.14
2294,37.74,23.59
3328,41.79,13.61
1952,38.22,21.74
3500,40.24,16.09
3096,38.61,17.07
2292,37.72,20.32
3436,38.67,17.37
3512,40.54,17.43
1764,40.08,22.04
3472,39.73,15.88
2323,40.21,17.26
2230,35.21,27.72
3836,46.11,10.41
3102,43.86,10.79
2228,37.75,22.37
2264,41.47,18.39
2232,37.86,22.67
3428,39.76,17.42
3092,38.99,0
3438,45.73,12.59
2234,41.47,12.94
3474,38.51,19.13
2607,39.34,19.7
3620,39.65,26.21
3558,43.53,10.91
1954,41.49,17.74
1850,38.06,21.7
2262,39.12,20.47
2266,40.01,20.09
2040,40.9,17.98
1846,49.66,14.35
2038,38.12,21.47
2216,40.42,18.45
3432,43.6,12.73
2036,37.28,21.37
2224,40.28,18.65
1962,39.06,20.62
3738,42.63,14.83
2294,38.04,24.14
3328,40.23,14.91
1952,38.15,20.96
3500,40.09,16.77
2292,37.65,20.27
3096,38.6,17.56
3512,40.71,17.21
3436,38.64,17.92
1764,40.36,23.5
2323,40.13,17.58
3836,47.77,9.39
3472,39.4,14.92
2230,35.26,27.47
3102,43.13,11.14
2228,37.81,22.18
2264,40.99,18.33
2232,37.71,24.74
3428,39.74,16.8
3092,38.68,0
3438,46.14,11.86
2234,41.92,13.31
3474,38.53,17.71
2607,39.48,20.42
3558,43.67,10.9
1954,41.87,17.49
1850,38.38,21.03
2262,39.19,20.43
2266,39.72,19.93
2040,40.09,18.7
1846,46.21,15.13
2038,38.26,21.28
2216,40.52,18.5
3432,43.52,12.77
2036,37.3,20.79
3620,39.31,24.23
2224,40.49,18.66
1962,39.43,20.7
3738,44.41,13.81
2294,38.2,24.67
1952,38.13,20.57
3328,42.12,13.3
3500,39.98,16.37
2292,38.03,20.61
3512,40.82,17.4
3096,38.77,18
1764,40.3,21.8
3436,38.84,17.87
2323,40.16,16.8
2230,35.28,27.38
3836,47.66,9.67
3472,39.53,15.22
3102,43.41,11.27
2228,37.81,21.91
2264,41.76,17.92
2232,38.28,24.04
3428,39.78,17.94
3092,38.92,0
3438,46.9,11.59
2234,40.9,13.97
3474,38.49,17.22
2607,39.43,20.16
3558,43.53,10.77
1954,42.29,17.44
1850,38.5,20.78
2262,39.38,20.58
2266,39.92,19.88
2040,41.57,17.66
1846,45.44,15.85
2038,38.33,21.2
2216,40.75,18.49
3432,43.69,12.75
2036,37.4,21.21
1962,39.29,20.45
2224,40.87,19.3
3738,47.27,11.85
3620,39.51,24.91
2294,38.5,23.23
1952,38.28,22.09
3328,42.08,13.11
3500,40.45,16.74
2292,38.14,19.78
3512,40.79,16.75
3096,39.14,17.74
1764,40.4,21.32
3436,39.01,17.94
2323,40.07,17
3836,48.34,9.83
2230,35.29,26.82
3102,42.91,11.62
3472,39.88,15.52
2228,37.65,22.08
2264,42.23,17.77
2232,38.37,23
3428,39.82,17.28
3092,38.74,0
2234,41.54,13.22
3438,47.02,11.46
3474,38.31,17.89
2607,39.24,19.92
3558,42.77,11.09
1954,42.68,17.16
1850,38.28,20.87
2262,39.16,20.67
2266,40.86,19.16
2040,41.87,17.49
1846,50.31,14.14
2038,38.4,20.92
2216,40.95,18.46
3432,43.54,13.27
2036,37.27,21.3
1962,39.27,20.41
2224,41.37,18.52
3738,50.2,9.75
3326,46.51,9.93
2294,38.6,22.08
3620,39.44,23.46
3500,40.37,16.17
3328,41.46,13.67
1952,38.42,22.62
2292,37.75,20.58
3512,40.7,16.42
3096,39.12,17.59
1764,40.53,20.12
3436,38.95,17.55
2323,40.22,17.82
2230,35.24,27.24
3836,47.7,9.73
3102,42.54,11.78
3472,39.24,15.68
2228,37.76,22.03
2264,42.59,17.47
2232,37.26,22.57
3428,39.8,17.21
3092,38.9,0
2234,41.98,12.41
3438,46.86,11.35
3474,38.27,18.29
2607,39.44,20.44
3558,44.22,10.61
1954,42.67,16.73
1850,38.37,20.68
2262,39.04,20.33
2266,40.93,20.62
2040,40.37,17.28
1846,53,12.3
2038,38.41,20.58
2216,40.94,18.83
3432,43.46,12.88
2036,37.73,23.01
1962,39.46,19.87
2224,41.22,18.03
3738,51.97,8.07
2294,38.25,22.06
3500,40.33,16.17
1952,38.5,22.05
3328,40.48,13.98
2292,37.87,20.01
3512,40.71,16.8
3620,39.64,24.13
1764,40.28,21.12
3096,39.14,17.34
3436,38.89,16.75
2323,40.06,17.42
3836,48.83,9.33
2230,35.18,27.53
3102,41.85,12.56
3472,39.6,15.8
2228,37.78,21.43
2264,41.84,17.76
2232,38,21.66
3428,39.77,18.19
3092,38.02,0
2234,42.19,12.35
3438,47.17,11.45
3474,38.2,19.25
2607,38.55,21.07
1954,42.54,17.27
3558,45.3,9.64
1850,38.21,21.42
2262,38.84,20.4
2266,41.16,19.99
2040,41.26,17.5
1846,52.36,12.28
2038,38.3,20.6
2216,40.58,18.22
3432,43.43,12.94
2036,38.15,20.96
1962,39.74,19.49
3738,52.99,7.11
2224,41.07,19.07
2294,38.59,21.59
3500,40.12,16.14
1952,38.56,22.67
3328,41.74,13.65
2292,37.9,19.37
3512,40.88,16.68
1764,39.99,19.76
3096,39.26,16.42
2323,40.34,16.75
2230,35.21,26.54
3836,51.11,7.84
3436,38.86,17.23
3102,43.51,10.62
2228,37.76,21.74
3472,39.77,15.14
2264,41.63,17.21
3620,39.01,25.91
2232,37.52,23.35
3428,39.78,18.02
3092,38.8,0
2234,42.29,12.73
3438,46.75,10.9
3474,38,19.7
2607,39.19,20.59
3558,44.31,9.85
1954,42.45,16.58
1850,38.43,20.3
2262,39.13,20.19
2266,40.97,18.73
2040,40.6,18.3
1846,51.84,13.27
2038,38.3,20.73
2216,40.72,18.17
3432,43.48,13.12
2036,38.17,21.71
1962,39.15,19.82
3738,52.66,7.35
2224,41.45,19.11
2294,38.97,22.73
3500,39.95,16.13
1952,38.52,21.38
3328,42.27,13.35
2292,37.88,19.45
3512,40.99,17.19
1764,39.74,19.89
3096,39,16.88
2323,40.05,16.4
3836,49.69,8.91
2230,35.23,26.39
3436,39.03,17.73
3102,43.61,10.63
2228,37.94,21.7
2264,42.6,17.19
3472,39.86,15.04
2232,37.52,23.07
3428,39.84,18.29
3092,39.48,0
2234,42.86,12.44
3438,45.62,11.89
3620,39.57,23.52
3474,38.01,19.38
2607,38.93,20.28
1954,42.35,16.91
3558,44.57,10.37
1850,38.34,20.4
2262,39.19,20.31
2266,40.59,18.15
2040,40.17,18.46
1846,54.09,12.07
2038,38.41,21.12
2216,40.28,18.7
3432,43.47,13.38
2036,38.14,21.49
1962,39.25,19.63
3738,53.81,6.59
2224,41.12,19.21
2294,38.6,19.85
3500,39.99,16.62
1952,38.28,20.93
2292,38.28,19.43
3512,40.81,15.56
3328,41.05,14.47
1764,39.82,21.05
3096,39.25,17.58
2323,40.13,17.24
2230,35.22,27.18
3836,49.45,8.63
3102,43.73,10.51
3436,38.89,17.3
2228,38.04,21.58
2264,42.27,17.02
3472,40.52,14.92
2232,37.8,22.06
3428,39.73,17.88
3092,39.02,0
2234,42.76,12.55
3438,45.93,11.52
3474,37.94,18.38
2607,39.36,19.8
3558,44.36,10.71
1954,42.11,17.39
1850,38.5,20.41
2262,39.59,19.71
2266,40.47,18.67
2040,40.4,17.57
1846,54.32,12.32
3620,39.81,23.57
2038,38.51,20.31
2216,40.59,18.76
3432,43.9,13.58
2036,38.21,21.35
1962,39.28,19.65
3738,55.25,6.06
2224,40.81,18.93
2294,38.43,20.68
3500,40.5,16.16
1952,38.59,22.09
2292,38.21,19.13
3512,40.49,16.6
1764,39.65,20.42
3328,40.77,14.73
3096,38.93,16.63
2323,40.61,17.14
3836,49.42,8.75
2230,35.21,26.05
3102,44.03,10.38
3436,39.03,17.88
2228,38.16,21.09
2264,42.22,17.17
2232,38.37,21.18
3472,40.82,13.99
3428,39.74,17.38
3092,39.04,0
2234,42.41,11.88
3438,46.98,11.01
3474,37.88,18.05
2607,39.39,19.74
1954,42.25,17.25
3558,43.83,11.1
1850,38.43,21.22
2262,39.21,19.72
2266,40.23,18.56
2040,40.28,17.26
1846,55.62,11.24
2038,38.49,19.98
2216,39.94,19.04
3432,44.15,12.98
2036,37.88,21.43
1962,39.35,19.49
3620,39.41,25.29
3738,57.29,4.84
2224,40.84,18.69
2294,38.83,21.16
3500,40.6,15.19
1952,38.89,22.17
2292,38.6,18.72
3512,40.72,16.59
1764,39.68,20.21
3096,38.45,16.62
2230,35.26,25.89
2323,40.69,16.67
3836,47.09,9.87
3102,42.64,10.89
3436,38.89,16.83
2228,38.15,20.92
2264,42.21,17.16
2232,38.49,20.58
3428,39.78,16.75
3472,40.07,14.79
3092,39.43,0
2234,42.14,11.14
3438,47.91,10.39
3474,37.86,17.87
2607,39.4,19.47
1954,42.5,17.1
3558,44.32,10.25
1850,38.61,20.99
2262,39.71,19.26
2266,40.6,18.59
2040,40.22,17.5
